epoch,train_loss,train_accuracy,val_accuracy
1,1.645657064943661,0.3839715952320568,0.4014336917562724
2,1.3205340967969856,0.5158508749682983,0.4551971326164875
3,1.1678449526006875,0.5746893228506214,0.4767025089605735
4,1.0571144114621738,0.6221151407557697,0.5818399044205496
5,0.967333998516021,0.6626933806746133,0.5232974910394266
6,0.898938555225187,0.6785442556429115,0.5244922341696535
7,0.8556134348456194,0.6942683236114634,0.5937873357228196
8,0.8005814460607675,0.7112604615774791,0.5686977299880526
