epoch,train_loss,train_accuracy,val_accuracy
1,1.6788488751457584,0.369261983261476,0.36917562724014336
2,1.3478597320856587,0.496068983007862,0.4755077658303465
3,1.2110324699071147,0.5555414658889171,0.4647550776583035
